,10,50,100
100,0.0004977020040853337,0.008765387675397895,0.06082567553467102
1000,0.007003645895221815,0.004323790470791484,0.012457026435254983
5000,0.015116390237511317,0.015978680605126434,0.0347380203193859
10000,0.09431840297818936,0.2552755033713631,0.09814946771240896
20000,1.3932109100812173,0.9340728959433428,462.52055305505627
